reactant-1,reactant-2,reagent-1,reagent-2,catalyst-1,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,product,temperature_c,reaction_time_s,yield_percent
FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)no1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,44.56045150756836
Clc1ccccn1,Cc1ccc(N)cc1,Cc1ccno1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,42.31281661987305
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)on1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,33.095157623291016
CCc1ccc(I)cc1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,75.0605697631836
Clc1cccnc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(OC)no1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,6.8775763511657715
Brc1cccnc1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,10.025391578674316
Clc1cccnc1,Cc1ccc(N)cc1,Fc1cccc(F)c1-c1ccno1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,3.338912010192871
COc1ccc(I)cc1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,59.60099411010742
COc1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,57.87284469604492
Clc1cccnc1,Cc1ccc(N)cc1,CN1CCCN2CCCN=C12,,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,43.933311462402344
Clc1ccccn1,Cc1ccc(N)cc1,c1ccc(-c2ccno2)cc1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,68.00656127929688
Clc1ccccn1,Cc1ccc(N)cc1,c1ccc(-c2ccno2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,21.66658592224121
CCc1ccc(Br)cc1,Cc1ccc(N)cc1,Fc1cccc(F)c1-c1ccno1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,71.70514678955078
Ic1ccccn1,Cc1ccc(N)cc1,Cc1ccno1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,63.286949157714844
Ic1ccccn1,Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)on1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,89.12987518310547
Ic1ccccn1,Cc1ccc(N)cc1,Fc1cccc(F)c1-c1ccno1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,83.94468688964844
COc1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccon2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,46.19696044921875
CCc1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccon2)cc1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,83.09647369384766
CCc1ccc(Cl)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)no1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,0.6467788219451904
FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cnoc1C,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,23.97172737121582
FC(F)(F)c1ccc(Cl)cc1,Cc1ccc(N)cc1,Cc1ccon1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,9.32878589630127
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccno2)cc1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,37.5207633972168
COc1ccc(Br)cc1,Cc1ccc(N)cc1,Cc1cc(-n2cccc2)no1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,38.56333541870117
Clc1ccccn1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)on1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,22.611658096313477
COc1ccc(Cl)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)on1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,0.948128879070282
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,Cc1ccno1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,12.368873596191406
Ic1ccccn1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccno2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,58.172611236572266
CCc1ccc(I)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccon2)cc1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,79.26160430908203
FC(F)(F)c1ccc(I)cc1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2cccs2)on1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,37.37794494628906
Ic1ccccn1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccno2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,56.0374755859375
COc1ccc(I)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cc(C)no1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,49.11143112182617
Clc1ccccn1,Cc1ccc(N)cc1,CCOC(=O)c1cc(OC)no1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,74.06067657470703
CCc1ccc(I)cc1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2ccco2)on1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,56.47944641113281
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,Cc1cc(-n2cccc2)no1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,24.234827041625977
Brc1cccnc1,Cc1ccc(N)cc1,Fc1cccc(F)c1-c1ccno1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,15.434569358825684
Brc1ccccn1,Cc1ccc(N)cc1,CCOC(=O)c1cnoc1C,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,28.695819854736328
CCc1ccc(Br)cc1,Cc1ccc(N)cc1,c1ccc(-c2ccno2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CCc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,14.23417854309082
COc1ccc(I)cc1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2cccs2)on1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,44.33872985839844
FC(F)(F)c1ccc(Cl)cc1,Cc1ccc(N)cc1,Cc1ccno1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,3.167837142944336
COc1ccc(I)cc1,Cc1ccc(N)cc1,c1ccc(-c2ncno2)cc1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,COc1ccc(Nc2ccc(C)cc2)cc1,60.0,57600.0,21.131662368774414
Clc1ccccn1,Cc1ccc(N)cc1,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccccn2)cc1,60.0,57600.0,76.3099594116211
Clc1cccnc1,Cc1ccc(N)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,10.609319686889648
Clc1cccnc1,Cc1ccc(N)cc1,CCOC(=O)c1cnoc1,CN(C)C(=NC(C)(C)C)N(C)C,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,0.0
Ic1cccnc1,Cc1ccc(N)cc1,CCOC(=O)c1cnoc1C,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,47.343570709228516
Clc1cccnc1,Cc1ccc(N)cc1,c1ccc(-c2ncno2)cc1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,29.441022872924805
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,CCOC(=O)c1cnoc1C,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,7.316239356994629
Ic1cccnc1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2ccco2)on1,CN1CCCN2CCCN=C12,COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,83.95560455322266
FC(F)(F)c1ccc(Br)cc1,Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)on1,CN1CCCN2CCCN=C12,CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c(C(C)C)c1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,60.0,57600.0,22.12520980834961
Clc1cccnc1,Cc1ccc(N)cc1,COC(=O)c1cc(-c2cccs2)on1,CN(C)C(=NC(C)(C)C)N(C)C,COc1ccc(OC)c([P](C(C)(C)C)(C(C)(C)C)->[Pd]2(<-[NH2]c3ccccc3-c3cccc[c]32)[O]S(=O)(=O)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,Cc1ccc(Nc2cccnc2)cc1,60.0,57600.0,2.6845569610595703
