reactant-1,reactant-2,product,temperature_c,reaction_time_s,yield_percent
[Br][Mg][c]1ccccc1,COc1ccc2[nH]ccc2c1,c1ccc(-c2ccc3[nH]ccc3c2)cc1,23.0,54000.0,54.0
CC1(C)COB(c2ccc(C(F)(F)F)cc2)OC1,COc1ccc2ccccc2c1,FC(F)(F)c1ccc(-c2ccc3ccccc3c2)cc1,120.0,43200.0,94.0
CC(C)[CH2][Al]([CH2]C(C)C)[c]1ccc(C(F)(F)F)cc1,CCN(CC)C(=O)Oc1ccc2ccccc2c1,FC(F)(F)c1ccc(-c2ccc3ccccc3c2)cc1,50.0,86400.0,98.0
CC(C)(C)C(=O)Oc1ccccc1,Cc1ccc(B2OB(c3ccc(C)cc3)OB(c3ccc(C)cc3)O2)cc1,Cc1ccc(-c2ccccc2)cc1,110.0,43200.0,10.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,OB(O)c1ccc2ccccc2c1,c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,60.0,14400.0,73.0
OB(O)c1ccccc1,CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,c1ccc(-c2c3ccccc3cc3ccccc23)cc1,100.0,21600.0,96.0
COC(=O)Oc1ccc(C(=O)OC(C)(C)C)cc1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc(C(=O)OC(C)(C)C)cc2)cc1,60.0,259200.0,82.0
COc1ccc(-c2ccccc2)cc1,[CH3][Mg][Br],Cc1ccc(-c2ccccc2)cc1,110.0,1200.0,92.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,7200.0,10.0
COc1ccc2ccccc2c1,[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,75.0,32400.0,66.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,7200.0,18.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C=O,O=C(O)c1ccc2ccccc2c1,80.0,172800.0,0.0
[Br][Mg][c]1ccccc1,COc1cccc2ccccc12,c1ccc(-c2cccc3ccccc23)cc1,23.0,54000.0,91.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,51.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,7200.0,24.0
COc1ccc(-c2ccccc2)cc1,Cc1ccc(B2OCC(C)(C)CO2)cc1,Cc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,120.0,43200.0,76.0
CC(C)(C)C(=O)Oc1ccc2cc(O[Si](C)(C)C(C)(C)C)ccc2c1,O=C=O,CC(C)(C)[Si](C)(C)Oc1ccc2cc(C(=O)O)ccc2c1,80.0,172800.0,55.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,Cc1ccccc1B(O)O,Cc1ccccc1-c1cccc2ccccc12,130.0,86400.0,58.0
[Br][Mg][c]1ccccc1,COc1ccc(C)cc1,Cc1ccc(-c2ccccc2)cc1,35.0,54000.0,93.0
C[Si](C)(C)Oc1cccc2ccccc12,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc3ccccc23)cc1,25.0,86400.0,85.0
CCO[Si](OCC)(OCC)c1ccc(C)cc1,CN(C)C(=O)Oc1ccc2ccccc2c1,Cc1ccc(-c2ccc3ccccc3c2)cc1,120.0,43200.0,0.0
COc1cccc2cccnc12,Cc1ccc(B2OCC(C)(C)CO2)cc1,Cc1ccc(-c2cccc3cccnc23)cc1,120.0,43200.0,80.0
CN(C)C(=O)Oc1ccc(-c2ccccc2)cc1,Cn1cnc2ccccc21,Cn1c(-c2ccc(-c3ccccc3)cc2)nc2ccccc21,110.0,43200.0,92.0
CN(C)c1cc[c]([Mg][Br])cc1,COc1ccc2ccccc2c1,CN(C)c1ccc(-c2ccc3ccccc3c2)cc1,60.0,86400.0,85.0
CC(=O)Oc1ccc2ccccc2c1,Cc1ccc(B2OB(c3ccc(C)cc3)OB(c3ccc(C)cc3)O2)cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,110.0,43200.0,77.0
C[Si](C)(C)Oc1ccc(Cc2ccccc2)cc1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc(Cc3ccccc3)cc2)cc1,120.0,57600.0,72.0
CC1(C)COB(c2ccccc2)OC1,COC(=O)c1ccc2cc(OC)ccc2c1,COC(=O)c1ccc2cc(-c3ccccc3)ccc2c1,120.0,43200.0,62.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,58.0
O=C(Oc1ccc2ccccc2c1)c1ccccc1,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,c1ccc(-c2ccc3ccccc3c2)cc1,110.0,43200.0,69.0
COc1ccc(B(O)O)cc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1ccc(-c2ccccc2)cc1,110.0,86400.0,92.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC(C)[CH2][Al]([CH2]C(C)C)[c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,50.0,86400.0,99.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,COc1cc(C(C)=O)cc(OC)c1OC,COc1cc(C(=O)Cc2cccc3ccccc23)cc(OC)c1OC,150.0,86400.0,75.0
[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccc(C(=O)N(C(C)C)C(C)C)cc1,COc1ccc2ccccc2c1,CC(C)N(C(=O)c1ccc(-c2ccc3ccccc3c2)cc1)C(C)C,25.0,32400.0,41.0
CC(=O)c1ccccc1,CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C(Cc1ccc2ccccc2c1)c1ccccc1,120.0,86400.0,51.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,78.0
COc1ccccc1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccccc2)cc1,60.0,14400.0,13.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,7200.0,20.0
CC(C)(C)OC(=O)Oc1cccc2ccccc12,COc1ccc(B(O)O)cc1,COc1ccc(-c2cccc3ccccc23)cc1,80.0,86400.0,60.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,30600.0,90.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CCCCN=C=O,CCCCNC(=O)c1ccc2ccccc2c1,80.0,86400.0,25.0
CC(=O)Oc1ccc2ccccc2c1,Cc1cc(C)cc(B2OB(c3cc(C)cc(C)c3)OB(c3cc(C)cc(C)c3)O2)c1,Cc1cc(C)cc(-c2ccc3ccccc3c2)c1,110.0,43200.0,57.0
CC(C)(C)c1ccc(-n2cnc3ccccc32)cc1,COc1ccccc1,CC(C)(C)c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,90.0,57600.0,60.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C=NCc1ccccc1,O=C(NCc1ccccc1)c1ccc2ccccc2c1,90.0,86400.0,56.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,c1ccc2ocnc2c1,c1ccc2cc(-c3nc4ccccc4o3)ccc2c1,120.0,43200.0,96.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,COc1ccc(B(O)O)cc1,COc1ccc(-c2cccc3ccccc23)cc1,80.0,86400.0,95.0
[Br][Mg][c]1ccccc1,CCN(CC)C(=O)Oc1ccc(C)cc1,Cc1ccc(-c2ccccc2)cc1,25.0,3600.0,10.0
COc1ccc2ccccc2c1,c1ccc(Cn2cnc3ccccc32)cc1,c1ccc(Cn2c(-c3ccc4ccccc4c3)nc3ccccc32)cc1,90.0,57600.0,30.0
CC(C)[CH2][Al]([CH2]C(C)C)[c]1ccccc1,CCN(CC)C(=O)Oc1ccc(OC)cc1,COc1ccc(-c2ccccc2)cc1,70.0,43200.0,99.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,90.0,57600.0,88.0
CCO[Si](OCC)(OCC)c1ccc(C)cc1,CN(C)C(=O)Oc1ccc2ccccc2c1,Cc1ccc(-c2ccc3ccccc3c2)cc1,120.0,43200.0,0.0
Cc1cc[c]([Mg][Br])cc1,c1ccc2c(c1)oc1ccccc12,Cc1ccc(-c2ccccc2-c2ccccc2O)cc1,80.0,7200.0,91.0
COc1ccc2cc([Si](C)(C)C)ccc2c1,[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccccc1,C[Si](C)(C)c1ccc2cc(-c3ccccc3)ccc2c1,25.0,32400.0,83.0
COC(=O)Oc1ccc(OC)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,60.0,86400.0,16.0
OB(O)c1ccccc1,CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,c1ccc(-c2c3ccccc3cc3ccccc23)cc1,100.0,21600.0,93.0
COc1ccc(Oc2nc(OC)nc(OC)n2)cc1,OB(O)c1cccc(C(F)(F)F)c1,COc1ccc(-c2cccc(C(F)(F)F)c2)cc1,110.0,86400.0,87.0
CCO[Si](OCC)(OCC)c1cccc(C)c1,Cc1cccc(-c2ccc3ccc(OC(=O)N(C)C)cc3c2)c1,Cc1cccc(-c2ccc3ccc(-c4cccc(C)c4)cc3c2)c1,120.0,43200.0,43.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,7200.0,1.0
[Br][Mg][c]1ccccc1,COc1ccc(CO)cc1,OCc1ccc(-c2ccccc2)cc1,80.0,54000.0,85.0
[Br][Mg][c]1ccccc1,CCN(CC)C(=O)Oc1cccc(OC(=O)N(CC)CC)c1,CCN(CC)C(=O)Oc1cccc(-c2ccccc2)c1,25.0,25200.0,76.0
CC(=O)Oc1ccc2ccccc2c1,Fc1ccc(B2OB(c3ccc(F)cc3)OB(c3ccc(F)cc3)O2)cc1,Fc1ccc(-c2ccc3ccccc3c2)cc1,110.0,43200.0,70.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,[CH3][Al]([CH3])[c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,90.0,86400.0,18.0
CC(=O)c1ccccc1,CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C(Cc1ccc2ccccc2c1)c1ccccc1,120.0,43200.0,26.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,3.0
COC(=O)Oc1ccc(OC)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,60.0,86400.0,21.0
CCN(CC)C(=O)Oc1ccc(OC(=O)N(CC)CC)cc1,C[Si](C)(C)[CH2][Mg][Cl],CCN(CC)C(=O)Oc1ccc(C[Si](C)(C)C)cc1,25.0,57600.0,83.0
CCN(CC)C(=O)Oc1ccc2ccccc2c1,OB(O)c1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,180.0,600.0,89.0
COc1ccc2ccccc2c1,Cc1ccc[c]([Mg][Br])c1,Cc1cccc(-c2ccc3ccccc3c2)c1,60.0,86400.0,95.0
COc1ccc2ccccc2c1,[Li][c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,25.0,43200.0,72.0
CC(C)(C)C(=O)Oc1ccccc1,CC(C)O[PH](=O)OC(C)C,CC(C)OP(=O)(OC(C)C)c1ccccc1,100.0,86400.0,0.0
CN(C)C(=O)Oc1ccc2ccccc2c1,c1ccc2ocnc2c1,c1ccc2cc(-c3nc4ccccc4o3)ccc2c1,120.0,43200.0,90.0
CC(=O)c1ccc(C(F)(F)F)cc1,CC(C)(C)C(=O)Oc1cccc2ccccc12,O=C(Cc1cccc2ccccc12)c1ccc(C(F)(F)F)cc1,150.0,86400.0,61.0
[Br][Mg][c]1ccc2ccccc2c1,c1ccc2c(c1)oc1ccccc12,Oc1ccccc1-c1ccccc1-c1ccc2ccccc2c1,80.0,7200.0,73.0
COCCOc1ccc2c(c1)CCCC2,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3c(c2)CCCC3)cc1,100.0,54000.0,77.0
C[Si](C)(C)Oc1ccc2ccccc2c1,[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccc(C)cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,25.0,43200.0,67.0
CCCCn1ccnc1,CN(C)C(=O)Oc1ccc2ccccc2c1,CCCCn1ccnc1-c1ccc2ccccc2c1,110.0,129600.0,49.0
COc1ccc(Oc2nc(OC)nc(OC)n2)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,110.0,86400.0,67.0
CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,OB(O)c1cccc2ccccc12,c1ccc2c(-c3c4ccccc4cc4ccccc34)cccc2c1,120.0,43200.0,99.0
CC(=O)c1ccccc1,CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C(Cc1ccc2ccccc2c1)c1ccccc1,150.0,86400.0,66.0
COc1ccc2ccccc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,60.0,57600.0,1.0
COc1ccc(OC(=O)C(C)(C)C)c2ccccc12,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)c2ccccc12,110.0,86400.0,83.0
CC(C)c1cc(C(C)C)c(C(=O)Oc2ccc3ccccc3c2)c(C(C)C)c1,O=C=O,O=C(O)c1ccc2ccccc2c1,80.0,172800.0,68.0
CCN(CC)C(=O)Oc1ccc(C)cc1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc(C)cc2)cc1,180.0,600.0,82.0
COc1ccc2c(ccn2C)c1,[Li][c]1ccccc1C,Cc1ccccc1-c1ccc2c(ccn2C)c1,90.0,43200.0,40.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CCCCN=C=O,CCCCNC(=O)c1ccc2ccccc2c1,80.0,86400.0,28.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,61.0
COc1ccc2cc(-c3ccccc3)ccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3cc(-c4ccccc4)ccc3c2)nc2ccccc21,90.0,57600.0,60.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,F[B-](F)(F)c1cccnc1.[K+],c1cncc(-c2cccc3ccccc23)c1,110.0,3600.0,25.0
CC(=O)Oc1ccc2ccccc2c1,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,c1ccc(-c2ccc3ccccc3c2)cc1,110.0,43200.0,46.0
CN(C)C(=O)Oc1ccccc1,c1ccc(-n2cnc3ccccc32)cc1,c1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,110.0,43200.0,88.0
COc1ccc2ccccc2c1,[Li][c]1cccc2ccccc12,c1ccc2cc(-c3cccc4ccccc34)ccc2c1,25.0,43200.0,94.0
COC(=O)c1ccc(Oc2nc(OC)nc(OC)n2)cc1,OB(O)c1ccc(-c2ccc(-c3ccc(Cl)cc3)cc2)cc1,COC(=O)c1ccc(-c2ccc(-c3ccc(-c4ccc(Cl)cc4)cc3)cc2)cc1,110.0,86400.0,27.0
COc1cc(C(C)=O)ccc1OC(=O)C(C)(C)C,COc1ccc(B2OB(c3ccc(OC)cc3)OB(c3ccc(OC)cc3)O2)cc1,COc1ccc(-c2ccc(C(C)=O)cc2OC)cc1,110.0,43200.0,72.0
CC(C)(C)C(=O)Oc1ccccc1,CC(C)O[PH](=O)OC(C)C,CC(C)OP(=O)(OC(C)C)c1ccccc1,100.0,86400.0,18.0
COC(=O)Oc1ccc(OC)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,60.0,86400.0,0.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,6.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,90.0,57600.0,68.0
CCN(CC)C(=O)Oc1ccc2c(c1)OCO2,OB(O)c1ccccc1,c1ccc(-c2ccc3c(c2)OCO3)cc1,150.0,36000.0,31.0
COCOc1cccc(C(F)(F)F)c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc(C(F)(F)F)c2)cc1,120.0,57600.0,71.0
CC(C)(C)C(=O)Oc1ccccc1,CC(C)O[PH](=O)OC(C)C,CC(C)OP(=O)(OC(C)C)c1ccccc1,80.0,86400.0,0.0
COc1ccc2ccccc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,25.0,36000.0,86.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,85.0
CC(C)(C)C(=O)Oc1ccc2c(c1)oc1ccccc12,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2c(c1)oc1ccccc12,80.0,30600.0,53.0
CCN(CC)C(=O)Oc1cccc([Si](C)(C)C)c1OC(=O)N(CC)CC,C[Si](C)(C)[CH2][Mg][Cl],CCN(CC)C(=O)Oc1cccc([Si](C)(C)C)c1C[Si](C)(C)C,25.0,57600.0,44.0
COc1ccc2ccccc2c1,Cc1ccc(B2OCC(C)(C)CO2)cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,120.0,43200.0,90.0
CC1(C)COB(c2ccccc2)OC1,COc1ccc2ccccc2c1,c1ccc(-c2ccc3ccccc3c2)cc1,80.0,43200.0,64.0
CCN(CC)C(=O)Oc1ccc(C)cc1,COc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccc(C)cc2)cc1,25.0,3600.0,85.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,90.0,57600.0,92.0
CCO[Si](OCC)(OCC)c1ccc(C(=O)OC)cc1,COc1ccc2cc(OC(=O)N(C)C)ccc2c1,COC(=O)c1ccc(-c2ccc3cc(OC)ccc3c2)cc1,120.0,43200.0,70.0
COc1cccc2ccccc12,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc3ccccc23)cc1,120.0,57600.0,98.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,12.0
CCO[Si](OCC)(OCC)c1ccc(C)cc1,CN(C)C(=O)Oc1ccc2ccccc2c1,Cc1ccc(-c2ccc3ccccc3c2)cc1,120.0,43200.0,53.0
[Cl][Mg][c]1ccccc1,CCN(CC)C(=O)Oc1ccccn1,c1ccc(-c2ccccn2)cc1,25.0,57600.0,55.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,130.0,54000.0,0.0
COc1ccc(B(O)O)cc1,COc1nc(OC)nc(Oc2ccc(C)cc2)n1,COc1ccc(-c2ccc(C)cc2)cc1,110.0,86400.0,87.0
Cc1cc[c]([Mg][Br])cc1,c1ccc2c(c1)oc1ccccc12,Cc1ccc(-c2ccccc2-c2ccccc2O)cc1,80.0,3600.0,77.0
COCOc1cccc2ccccc12,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2cccc3ccccc23)cc1,25.0,86400.0,89.0
CC1(C)COB(B2OCC(C)(C)CO2)OC1,CCCCCCc1ccc2cc(OC)ccc2c1,CCCCCCc1ccc2cc(-c3ccc4cc(CCCCCC)ccc4c3)ccc2c1,120.0,43200.0,74.0
CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,OB(O)c1ccc(F)cc1,Fc1ccc(-c2c3ccccc3cc3ccccc23)cc1,120.0,86400.0,87.0
COc1ccc2ccccc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,74.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C=O,O=C(O)c1ccc2ccccc2c1,80.0,172800.0,46.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,CC[Si](CC)(CC)c1ccc2ccccc2c1,50.0,7200.0,15.0
CCO[Si](OCC)(OCC)c1cc(C)ccc1C,COc1ccc2cc(OC(=O)N(C)C)ccc2c1,COc1ccc2cc(-c3cc(C)ccc3C)ccc2c1,120.0,43200.0,85.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc3ccccc3c2)cc1,60.0,14400.0,83.0
COc1ccccn1,Cc1cc(C)[c]([Mg][Br])c(C)c1,Cc1cc(C)c(-c2ccccn2)c(C)c1,90.0,57600.0,61.0
[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccc(CCO[Si](C)(C)C(C)(C)C)cc1,COc1ccc2ccccc2c1,CC(C)(C)[Si](C)(C)OCCc1ccc(-c2ccc3ccccc3c2)cc1,25.0,32400.0,65.0
COc1ccc2ccccc2c1,Cn1cnc2ccccc21,Cn1c(-c2ccc3ccccc3c2)nc2ccccc21,130.0,57600.0,3.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,CCCCN=C=O,CCCCNC(=O)c1ccc2ccccc2c1,80.0,86400.0,0.0
COc1ccc(Oc2nc(OC)nc(OC)n2)cc1,OB(O)c1ccccc1,COc1ccc(-c2ccccc2)cc1,110.0,86400.0,20.0
COc1ccc2cc(-c3ccccc3)ccc2c1,[CH3][Mg][Br],Cc1ccc2cc(-c3ccccc3)ccc2c1,80.0,1200.0,98.0
CC1(C)COB(c2ccc([Si](C)(C)C)cc2)OC1,COc1ccc2ccccc2c1,C[Si](C)(C)c1ccc(-c2ccc3ccccc3c2)cc1,120.0,43200.0,92.0
COc1ccc2ccccc2c1,CC1(C)COB(c2cccc3ccccc23)OC1,c1ccc2cc(-c3cccc4ccccc34)ccc2c1,120.0,43200.0,89.0
CC(C)(C)C(=O)Oc1ccccc1,CCCC[PH](=O)CCCC,CCCCCP(=O)(CCCCC)c1ccccc1,100.0,86400.0,95.0
CC1(C)COB(B2OCC(C)(C)CO2)OC1,COc1ccc2ccc(N3CCCCC3)cc2c1,c1cc2ccc(N3CCCCC3)cc2cc1-c1ccc2ccc(N3CCCCC3)cc2c1,120.0,43200.0,90.0
[Br][Mg][c]1ccccc1,CCN(CC)C(=O)Oc1ccc2ccccc2c1,c1ccc(-c2ccc3ccccc3c2)cc1,25.0,3600.0,98.0
CC(C)(C)C(=O)Oc1ccccc1,Cc1ccc(B2OB(c3ccc(C)cc3)OB(c3ccc(C)cc3)O2)cc1,Cc1ccc(-c2ccccc2)cc1,110.0,43200.0,1.0
CC(=O)c1ccccc1,CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C(Cc1ccc2ccccc2c1)c1ccccc1,120.0,43200.0,19.0
COc1cccc(-c2ccccc2)c1,Cc1ccc(B2OCC(C)(C)CO2)cc1,Cc1ccc(-c2cccc(-c3ccccc3)c2)cc1,120.0,43200.0,74.0
COc1ccc2ccccc2c1,Cc1ccc(Br)cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,60.0,86400.0,0.0
CC(=O)c1ccccc1,CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C(Cc1ccc2ccccc2c1)c1ccccc1,120.0,43200.0,0.0
CN(C)c1cc[c]([Mg][Br])cc1,COc1ccccn1,CN(C)c1ccc(-c2ccccn2)cc1,25.0,86400.0,97.0
CN(C)C(=O)Oc1ccccc1,Cn1cnc2ccccc21,Cn1c(-c2ccccc2)nc2ccccc21,110.0,43200.0,0.0
COc1ccc2c(c1)CCCC2,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3c(c2)CCCC3)cc1,60.0,54000.0,7.0
CC(C)(C)C(=O)Oc1cccc2ccccc12,F[B-](F)(F)c1cccnc1.[K+],c1cncc(-c2cccc3ccccc23)c1,110.0,3600.0,0.0
CCN(CC)C(=O)Oc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,180.0,600.0,82.0
CC[Si](C)(C)Oc1ccc2ccccc2c1,[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,25.0,43200.0,51.0
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc3ccccc3c2)cc1,130.0,86400.0,85.0
COc1ccc2ccccc2c1,[Li][Zn]([Li])([CH3])([CH3])([CH3])[c]1ccccc1,c1ccc(-c2ccc3ccccc3c2)cc1,0.0,32400.0,12.0
CC(=O)Oc1ccc2ccccc2c1,c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1,c1ccc(-c2ccc3ccccc3c2)cc1,110.0,43200.0,5.0
COc1ccc(B(O)O)cc1,COc1nc(OC)nc(Oc2ccc(F)cc2)n1,COc1ccc(-c2ccc(F)cc2)cc1,110.0,86400.0,88.0
CCN(CC)C(=O)Oc1cccc2ccccc12,COc1ccc(B(O)O)cc1,COc1ccc(-c2cccc3ccccc23)cc1,110.0,86400.0,51.0
C1COCCN1,c1ccc(OCOc2ccccc2)cc1,c1ccc(N2CCOCC2)cc1,80.0,10800.0,26.0
COCOc1ccc2ccccc2c1-c1c(OCOC)ccc2ccccc12,Cc1cc[c]([Mg][Br])cc1,COCOc1ccc2ccccc2c1-c1c(-c2ccc(C)cc2)ccc2ccccc12,66.0,86400.0,81.0
COc1ccc2ccccc2c1,Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc3ccccc3c2)cc1,100.0,57600.0,37.0
C1COCCN1,Cn1c2ccccc2c2ccc(OC(=O)C(C)(C)C)cc21,Cn1c2ccccc2c2ccc(N3CCOCC3)cc21,80.0,10800.0,66.0
CC(C)(C)C(=O)Oc1ccc2ccccc2c1,O=C=O,O=C(O)c1ccc2ccccc2c1,80.0,172800.0,21.0
CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1,Cc1cc(OC(=O)C(C)(C)C)c2ccccc2n1,CC[Si](CC)(CC)c1cc(C)nc2ccccc12,50.0,30600.0,57.0
Cn1c2ccccc2c2ccc(OC(=O)C(C)(C)C)cc21,OB(O)c1ccccc1,Cn1c2ccccc2c2ccc(-c3ccccc3)cc21,110.0,86400.0,82.0
CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,Cc1cc(C)cc(B(O)O)c1,Cc1cc(C)cc(-c2c3ccccc3cc3ccccc23)c1,120.0,43200.0,98.0
