artifact_id,old_path,object_type,size_bytes,sha256,disposition,artifact_class,origin,new_path,source_license_candidate_id,audited_license_id,audit_evidence_type,audit_evidence_ref,attribution_requirement,share_alike_requirement,redistribution_status_after_license_audit,release_allowlist_status,decision,rationale,license_text_path,next_gate
dataset-artifact-42579d3ff92cf96d54123f2a,processing,dir,0,,excluded,directory-entry,legacy-dataset-workspace:processing,provenance/artifact-inventory.csv#dataset-artifact-42579d3ff92cf96d54123f2a,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-dcbf6fc60486b99c3a2a1fbf,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/runtime_config.json,file,7423,0e04d5fc26749f2abef4a6a3ca9fa7a15a6aee73495a2e269f85e481b938bbb0,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/runtime_config.json,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/runtime_config.json,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-aaa422285acc0f4855918edc,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/stderr.log,file,78,8cd2bf066aec8b6cb8db8f3c3941ec3913dd257ebd96ca002849945828a5f67b,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/stderr.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/stderr.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-ea19635e3f2514daf707c9c4,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/stdout.log,file,3017,d025c6e2afc76dc5c46bda535be63a6255ef58eae826b971b2b4f178a05c573a,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/stdout.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_rf/stdout.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-5b1d2189e153d952050a2cae,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm,dir,0,,excluded,directory-entry,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm,provenance/artifact-inventory.csv#dataset-artifact-5b1d2189e153d952050a2cae,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-b1b4e87fd32f140fad26814e,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/run_20260831_104121.log,file,2712,385c8abb62f82559c220e1886ded74d18e0c861a818760d10f38231ef3b518cf,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/run_20260831_104121.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/run_20260831_104121.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-a1060219367f888341a81082,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/runtime_config.json,file,7415,ca450abff3fd2ac2619b72c8d08271414266f30908c09726b5e6f99ef81a49b1,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/runtime_config.json,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/runtime_config.json,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-0954d7500d74435f91cd1b26,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/stderr.log,file,79,e641d622a06a5091e6c7d06c9a78d829daf241c5f2b3768c46f59344964df421,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/stderr.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/stderr.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-095de40eb6be18a8cff7bbc9,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/stdout.log,file,3027,85dc103197495a0c39ad948c85408463d051c312d3a24194cddbd2db161665d3,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/stdout.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_svm/stdout.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-bc2fb0ba25f5ecb771dc02da,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb,dir,0,,excluded,directory-entry,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb,provenance/artifact-inventory.csv#dataset-artifact-bc2fb0ba25f5ecb771dc02da,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-b50e08990ae8c866dcbb3a27,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/run_20260831_104118.log,file,2712,801bcbbb16136793962fa276deb732244533fdca6df54a2e9ad248d81e4fdc14,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/run_20260831_104118.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/run_20260831_104118.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-ba931c018df4d6eda6b5eccd,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/runtime_config.json,file,7419,323ed7b8a66a8bf5c217b9f7e4896267bb731c2450804e4034e87ad96c67ce28,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/runtime_config.json,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/runtime_config.json,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-a34925550655e1593785a949,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/stderr.log,file,79,68bae4a68bd1b15f4772131a9a2d13cb960a635eb949d3d28a9d3c4a5e3047c5,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/stderr.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/stderr.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-c816f8c16ba4a132741138bc,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/stdout.log,file,3027,44c80313a92ec122ba575172117aadebdaa4397a59bf42e1e83436022184a117,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/stdout.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maccs_xgb/stdout.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-030eb5ea1e018d40f37247b1,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon,dir,0,,excluded,directory-entry,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon,provenance/artifact-inventory.csv#dataset-artifact-030eb5ea1e018d40f37247b1,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-5e3ac6efa6584120f580b0fd,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/runtime_config.json,file,7424,f6e7df1774d774a3fa1ea58e34c70752d5ccac25286613cb9775c2367faed9bd,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/runtime_config.json,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/runtime_config.json,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-3e3dfc38bb3c7b7d43c0ad49,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/stderr.log,file,41,07e4ff46cc6facee992ea72839223605c227b16e69047e24686e75d5d4f4c08c,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/stderr.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/stderr.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-67ec282acbc2c3e86200abbf,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/stdout.log,file,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/stdout.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_autogluon/stdout.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-17526b36dc28d5bea275905f,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf,dir,0,,excluded,directory-entry,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf,provenance/artifact-inventory.csv#dataset-artifact-17526b36dc28d5bea275905f,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-556e52d1e6c09c56878f3d95,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/run_20260831_104130.log,file,2677,2c0e94f07a9d0c556cdc7c5b71cd5ef6fd1c5fa768732cf42e72675cae266c54,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/run_20260831_104130.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/run_20260831_104130.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-d7d752e73c82639354ad9c68,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/runtime_config.json,file,7414,080849be7d6dee0e48e73073a3ba146a7065b06a77bbe50620c8192091839078,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/runtime_config.json,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/runtime_config.json,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-3ebd0d87204945739dce5dcf,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/stderr.log,file,69165,63e013b2da501108ed773c3ecf28a0ee835140ef10c5c8d04e6049b5731c2112,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/stderr.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/stderr.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-0a463753e50e26e3ceea921b,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/stdout.log,file,2989,e8a258970a9ca1dc72951a9183af24c1b737d38a29d69b2c6f01dfad0a9f879d,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/stdout.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_rf/stdout.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-6490ef2ebe1f3e0e66b71bdb,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm,dir,0,,excluded,directory-entry,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm,provenance/artifact-inventory.csv#dataset-artifact-6490ef2ebe1f3e0e66b71bdb,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-be49e3b12eafe7eb8d2d6ef7,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/run_20260831_104132.log,file,2686,6af80dafc0e1245e69dd1f1f1be00019d668ea5a0f0cc8b07bc52ee7465a3627,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/run_20260831_104132.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/run_20260831_104132.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-536eb3fefaff67861af0d573,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/runtime_config.json,file,7406,5f3dd0d5be6e083edf922dfc59551b4b4ca27681fcedf614812c17af2316505d,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/runtime_config.json,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/runtime_config.json,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-463e07737c7a513458018f3f,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/stderr.log,file,69166,bd8253d56a9fc81cdaeca97ce22eafb377e3a7bba040d848b566b1e0a465a4ea,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/stderr.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/stderr.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-31b669e887d7c216f003880b,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/stdout.log,file,2999,4440c81d5afba74704b1fdf346a03e6fb06f01b3f5c453a28d71990e155f8e1a,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/stdout.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_svm/stdout.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-79f1efa57049d7131f922234,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_xgb,dir,0,,excluded,directory-entry,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_xgb,provenance/artifact-inventory.csv#dataset-artifact-79f1efa57049d7131f922234,NOASSERTION,NOASSERTION,directory_metadata_only,,not_applicable,not_applicable,not_selected_for_release,deny,not_selected,Directory entry is provenance metadata only; descendants are audited independently.,,none
dataset-artifact-3ad5dcbee5419c6b8c5ab8b9,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_xgb/run_20260831_104129.log,file,2686,41b1089d74cf26e3c56da3ba5a1265661c7cd12ec04bfc88b563b7a5b4ecdb5e,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_xgb/run_20260831_104129.log,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_xgb/run_20260831_104129.log,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
dataset-artifact-3989b067b80c96c76252cefd,processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_xgb/runtime_config.json,file,7410,c53b53e0b1bdec7515e07bba674fc93a1728157a9c06d79b9e0beba7e65b7197,quarantined,run-or-report-pending-relevance-audit,legacy-dataset-workspace:processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_xgb/runtime_config.json,intermediate/90-legacy-needs-review/pending-audit/processing/derived/yonod/runs/extended_sample100/84dc1a7f491af1a8/f1eb300aa59ada4cb5c8b4e4/pair_maf_xgb/runtime_config.json,NOASSERTION,NOASSERTION,quarantine_no_blanket_license,,unresolved,unresolved,blocked_pending_artifact_audit,deny,quarantined_no_redistribution,"Quarantined legacy material has no blanket release permission; third-party, sensitive-data, relevance, duplication and license questions must be resolved per artifact.",,later-per-artifact-audit
