reactant-1,reactant-2,reagent-1,reagent-2,catalyst-1,catalyst-2,solvent-1,solvent-2,solvent-3,product,temperature_c,reaction_time_s,reflux_value,conditions_are_dynamic_value,yield_percent
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,1.0399999618530273
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CNS(=O)(=O)Cc1ccc(N)cc1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,CC#N,CC#N,,CNS(=O)(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,25.0,86400.0,0.0,0.0,30.219999313354492
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N=c1ccc(Cl)n[nH]1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)nn1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,14.600000381469727
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc(C)c(N)c(Br)c1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)cc(C)cc1Br)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,17.610000610351562
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1ccc2ncccc2c1N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)ccc3ncccc13)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,13.170000076293945
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(Cl)c(N)c1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1cc(C#N)ccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,10.289999961853027
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N=c1ccc(Cl)n[nH]1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)nn1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,18.079999923706055
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N=c1ccc(Cl)n[nH]1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)nn1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,21.510000228881836
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(Cl)c(N)c1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CN1CCOCC1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1cc(C#N)ccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,40.54999923706055
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(N)cc1C(F)(F)F,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,20.170000076293945
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(N)cc1C(F)(F)F,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,16.90999984741211
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc(C)c(N)c(Br)c1,O=P(Cl)(c1ccccc1)c1ccccc1,CCN(C(C)C)C(C)C,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)cc(C)cc1Br)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,7.46999979019165
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CC(C)c1cccc(C(C)C)c1N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1c(C(C)C)cccc1C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,17.93000030517578
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1ccc2ncccc2c1N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cccc(C)n1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)ccc3ncccc13)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,34.650001525878906
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,C1CCOC1,C1CCOC1,,COC(=O)c1cc(Cl)ccc1NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,25.0,86400.0,0.0,0.0,11.40999984741211
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(N)cc1C(F)(F)F,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,4.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc(C)c(N)c(Br)c1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)cc(C)cc1Br)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,3.609999895095825
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,1.399999976158142
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc(C)c(N)c(Br)c1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)cc(C)cc1Br)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,8.539999961853027
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CNS(=O)(=O)Cc1ccc(N)cc1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cn1ccnc1,,,CC#N,CC#N,,CNS(=O)(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,25.0,86400.0,0.0,0.0,51.27000045776367
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cccc(C)n1,,,CC#N,CC#N,,COC(=O)c1cc(Cl)ccc1NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,25.0,86400.0,0.0,0.0,0.9900000095367432
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(Cl)c(N)c1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cccc(C)n1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1cc(C#N)ccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,18.31999969482422
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cn1ccnc1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,3.119999885559082
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1ccc2ncccc2c1N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)ccc3ncccc13)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,51.400001525878906
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cn1ccnc1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,2.440000057220459
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CN(C)C=O,CN(C)C=O,,COC(=O)c1cc(Cl)ccc1NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,25.0,86400.0,0.0,0.0,13.020000457763672
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CNS(=O)(=O)Cc1ccc(N)cc1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CCN(C(C)C)C(C)C,,,C1CCOC1,C1CCOC1,,CNS(=O)(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,25.0,86400.0,0.0,0.0,60.59000015258789
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc(C)c(N)c(Br)c1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)cc(C)cc1Br)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,7.940000057220459
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N=c1ccc(Cl)n[nH]1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)nn1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,16.06999969482422
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N=c1ccc(Cl)n[nH]1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cn1ccnc1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)nn1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,32.08000183105469
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CC(C)c1cccc(C(C)C)c1N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cn1ccnc1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1c(C(C)C)cccc1C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,12.180000305175781
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CC(C)c1cccc(C(C)C)c1N,O=P(Cl)(c1ccccc1)c1ccccc1,CN1CCOCC1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1c(C(C)C)cccc1C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,35.29999923706055
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(Cl)c(N)c1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cn1ccnc1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1cc(C#N)ccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,5.420000076293945
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,1.2599999904632568
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cccc(C)n1,,,CN(C)C=O,CN(C)C=O,,COC(=O)c1cc(Cl)ccc1NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,25.0,86400.0,0.0,0.0,1.3700000047683716
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N=c1ccc(Cl)n[nH]1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cccc(C)n1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)nn1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,19.969999313354492
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cn1ccnc1,,,C1CCOC1,C1CCOC1,,COC(=O)c1cc(Cl)ccc1NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,25.0,86400.0,0.0,0.0,29.760000228881836
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,3.4800000190734863
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1ccc2ncccc2c1N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)ccc3ncccc13)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,40.27000045776367
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CNS(=O)(=O)Cc1ccc(N)cc1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,C1CCOC1,C1CCOC1,,CNS(=O)(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,25.0,86400.0,0.0,0.0,66.27999877929688
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cccc(C)n1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,1.7200000286102295
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(N)cc1C(F)(F)F,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,2.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CC(C)c1cccc(C(C)C)c1N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cn1ccnc1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1c(C(C)C)cccc1C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,23.40999984741211
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(N)cc1C(F)(F)F,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cn1ccnc1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,2.240000009536743
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(N)cc1C(F)(F)F,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,7.570000171661377
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cn1ccnc1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1cc(-c3ccccc3)nn1-c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,6.820000171661377
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,CN(C)C=O,CN(C)C=O,,COC(=O)c1cc(Cl)ccc1NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,25.0,86400.0,0.0,0.0,0.9900000095367432
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N=c1ccc(Cl)n[nH]1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CCN(C(C)C)C(C)C,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(Cl)nn1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,24.329999923706055
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(Cl)c(N)c1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cn1ccnc1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1cc(C#N)ccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,2.2100000381469727
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,0.4300000071525574
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Nc1cc(-c2ccccc2)nn1-c1ccccc1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1cc(-c3ccccc3)nn1-c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,19.489999771118164
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CNS(=O)(=O)Cc1ccc(N)cc1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CN(C)C=O,CN(C)C=O,,CNS(=O)(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,25.0,86400.0,0.0,0.0,54.47999954223633
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(N)cc1C(F)(F)F,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cn1ccnc1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,25.809999465942383
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,N#Cc1ccc(Cl)c(N)c1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CCN(C(C)C)C(C)C,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1cc(C#N)ccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,46.720001220703125
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CC(C)c1cccc(C(C)C)c1N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CN1CCOCC1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1c(C(C)C)cccc1C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,37.779998779296875
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc([N+](=O)[O-])ccc1N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cn1ccnc1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1ccc([N+](=O)[O-])cc1C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,2.5999999046325684
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1ccc2ncccc2c1N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cccc(C)n1,,,CC#N,CC#N,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)ccc3ncccc13)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,0.23999999463558197
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1cc(C)c(N)c(Br)c1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cn1ccnc1,,,CN(C)C=O,CN(C)C=O,,COc1ccc2c(c1)c(CC(=O)Nc1c(C)cc(C)cc1Br)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,13.039999961853027
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CC(C)c1cccc(C(C)C)c1N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cccc(C)n1,,,C1CCOC1,C1CCOC1,,COc1ccc2c(c1)c(CC(=O)Nc1c(C(C)C)cccc1C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,25.0,86400.0,0.0,0.0,33.970001220703125
